company,year,word_counts,sentence_counts,type_token,content_word_diversity,average_sentence_length,average_word_length,spatial_adverbial_ratio,time_adverbial_ratio,modal_verb_ratio,first_person_ratio,impersonal_pronoun_ratio,negation_ratio,exclusive_conjunction_ratio,inclusive_conjunction_ratio,tentative_word_ratio,number_count_ratio,future_verb_ratio,past_verb_ratio
Linde,2021,44592,1893,0.09543858016794213,0.58675817521195,26.829821717990274,5.044400144980065,0.32332348631108837,0.10699913935474867,0.3262936642978681,0.4584125713141827,0.600540486437794,0.28025222700430386,0.06605945350815734,4.48803923531178,0.05404864377940147,2.441292262646646,0.10089619561991808,9.342408167350616
Mercedes Benz,2020,98302,4339,0.05988376902713435,0.5699642453719695,24.9774261112404,4.9805735688729875,0.3433156849768365,0.21715751158173396,0.6094942203134281,2.7038881527847582,0.4733403390140266,0.18458445652670535,0.06396491067757117,3.508932242883904,0.04751679078905286,1.0174365694732628,0.1647191583852062,9.076620825147348
Mercedes Benz,2021,124161,5778,0.05505699931977807,0.566877082106738,23.769801980198018,4.979827732405052,0.31962235389570476,0.21963792524115097,0.6083042973286876,2.473867595818815,0.5574912891986062,0.2163182346109175,0.07912311265969803,3.350029036004646,0.06024970963995354,1.1786600496277915,0.14570950429915172,9.055603948896632
Munich Re,2021,46165,1966,0.09947054930509597,0.5756918810179489,26.659043659043657,5.030278806784948,0.3088462386940216,0.11250827266710788,0.37825424088619564,2.408475982785572,0.4052724009494953,0.2064959376266476,0.06368566300634927,3.9388617635139047,0.052106451550649406,1.2594747722226476,0.13398667789602633,8.944940849528148
MunichRe,2020,40509,1671,0.1065166384943361,0.5915299932599416,27.385135135135137,5.08566429644916,0.317884804601761,0.11353028735777178,0.47051027170311466,2.370223105809587,0.41749502982107356,0.23415065164568144,0.0728959575878065,3.781753920918931,0.055224210293792805,1.6142120846584056,0.19519684175896482,9.363817097415508
Philip Morris,2020,11080,365,0.19981299672744274,0.577819889593804,36.912121212121214,4.966258927838437,0.5142589995324918,0.04675081813931744,0.5348026902195933,2.771250303865165,0.38894741106879505,0.4618750506441942,0.10533992383113198,4.537719795802609,0.12964913702293168,2.424775928297055,0.1440460947503201,11.003970504821327
Philip Morris,2021,10935,317,0.19640122511485453,0.5995667388768539,42.53003533568904,4.996510468594217,0.33499234303215925,0.01914241960183767,0.2681618722574354,1.7796196977084349,0.4306842190801235,0.4306842190801235,0.03250446936453762,4.119941491955144,0.08126117341134406,3.1940441882804995,0.05603586295228947,10.108889972371202
Procter Gamble,2020,14961,612,0.16199655765920826,0.5863190220991148,38.66046511627907,4.993743984600577,0.5851979345955249,0.1514629948364888,0.5485463521667581,3.8520143841043457,0.38398244651673064,0.2681782166148595,0.09751935149631255,3.6447857621746813,0.04266471627963674,2.2418807561803202,0.18783325254483763,9.465472054610837
Procter Gamble,2021,1616,79,0.3719898605830165,0.5339265850945495,25.01388888888889,4.470294280955025,0.697084917617237,0.2534854245880862,0.4507042253521127,5.690140845070422,0.16901408450704225,0.39436619718309857,0.11267605633802817,4.112676056338028,0.0,1.790710688304421,0.16787912702853947,12.056338028169014
REWE,2020,50298,1766,0.12329406986190089,0.8450787876538168,37.669461914744936,5.929077619471653,1.1007311129163282,0.08935824532900082,0.2694115679753256,0.07617844335854035,0.17279500566693298,0.2675535571617027,0.04830828115419632,4.31058508760521,0.0018580108136229353,1.5663567358907262,0.9891802609357311,6.330242842013341
REWE,2021,102692,4110,0.06293587853186147,0.5714336735149421,29.06625258799172,4.837504785817952,0.34770653170206833,0.13151077989877655,0.4002337648538084,0.07792161793613969,0.7880709086723219,0.2036587741512742,0.04604459241680982,3.649033949032178,0.03364797138151487,1.5523944082209333,0.09038814247979429,8.586431012803939
SAP,2020,115331,4550,0.056758989833674604,0.5623642232015393,29.07794548321694,4.950618622992478,0.2891834608614434,0.10956640442576428,0.5060970443008235,2.1769105741158707,0.3481824414367918,0.35434496252416864,0.05854395033008003,4.1342813344939415,0.15714428772810957,1.9129628503678484,0.10260229829148174,9.439441675589483
SAP,2021,110060,3995,0.05591357267537859,0.5574744979084616,31.674658417117815,4.962796868132762,0.2792848044534604,0.11982827758645091,0.4456436309422527,2.549891830136853,0.3135710639539123,0.37758169458016316,0.059959324890412176,4.042392863219816,0.13288282813550809,2.06588853921842,0.08923236266581684,9.458178370888938
Salzgitter,2020,16948,665,0.15660411295641224,0.5753007217321572,28.20331325301205,4.997810530812774,0.4916361892199772,0.2757959110258409,0.3967414303851037,1.4864578925095218,0.5713076597545493,0.1639864578925095,0.06347862886161659,3.433135844265764,0.04231908590774439,1.0432033719704952,0.10537407797681769,8.151713922979264
Salzgitter,2021,19714,777,0.14419446599431082,0.5739949460142431,28.312987012987012,4.968256880733945,0.48099301784328935,0.2896302042927334,0.35065349059611095,1.3479666651486861,0.601120269593333,0.20037342319777768,0.0637551801083838,3.306161482763332,0.0318775900541919,1.2728755209277043,0.09965573473455336,8.083246049455804
Sanofi,2020,4409,514,0.4027518656716418,0.771042471042471,10.312127236580517,6.225178330441488,0.4430970149253731,0.04664179104477612,0.23166023166023164,0.15444015444015444,0.15444015444015444,0.40540540540540543,0.019305019305019305,4.343629343629344,0.0,1.5726889144610665,0.9589566551591868,7.22007722007722
Sanofi,2021,20391,1092,0.26552505666079074,0.8250537115797781,21.33551401869159,6.444892237602944,1.2087635356333417,0.030219088390833544,0.3598720454949351,0.8930158165985427,0.19104318464545939,0.28434334458859073,0.044428647591967296,4.380664652567976,0.022214323795983648,1.6215497762615747,1.1873643170439945,7.490669984005686
Siemens,2020,6621,294,0.22570483540715072,0.555008441193022,34.72682926829268,4.741115325186121,0.2205071664829107,0.2047566545912742,0.48746518105849584,3.6908077994428967,0.4317548746518106,0.4178272980501393,0.09749303621169916,3.6350974930362114,0.04178272980501393,2.2563676633444074,0.16611295681063123,8.913649025069638
Siemens,2021,9428,414,0.19884628435697319,0.5687912942090945,33.092948717948715,4.762808716707021,0.22621875353466803,0.21490781585793461,0.3941170816110737,2.3647024896664424,0.3652792463712391,0.3652792463712391,0.08651350571950399,3.6335672402191674,0.019225223493223108,3.6332509035571623,0.15217804831653034,8.180332596366432
Talanx,2020,45244,2243,0.16938728852309098,0.817533615364754,23.02463503649635,6.188432798842487,0.48010973936899864,0.06858710562414266,0.3070971344247911,1.007039304444932,0.2053961353620356,0.36891538875705426,0.051847568149640054,4.227570941432189,0.013958960655672325,2.3194246878457405,1.0629050102734314,7.344407442120167
Talanx,2021,35059,1685,0.1857570459058175,0.8234629829030649,23.14502427184466,6.587744828128687,0.5541890169812999,0.04741724209465667,0.26671596070560893,0.24030843984366748,0.1980564064645611,0.2482306961022499,0.036970529206718075,4.719023978028942,0.013203760430970742,2.8504368235754334,1.1970269917851089,7.090419351431287
Telefonica,2020,73299,2936,0.07491670360784201,0.5658301350745153,28.04881450488145,4.985107652528467,0.30601592998813115,0.1444280791065479,0.5620411750869678,2.5440410017703057,0.4246258217066739,0.2797826113869047,0.07799249786449113,3.929336320982458,0.04209118932369362,3.289378350963629,0.22702023861276144,8.454139173279522
Telefonica,2021,77781,3015,0.07226229332043894,0.5664785513154329,29.016712141882675,4.984179037812805,0.34922297887200976,0.20416112610979034,0.5320019643149452,2.761733274092089,0.3121857680705282,0.22917007693566865,0.053784813974697754,3.830414143067605,0.03975399293782008,3.1164027807901737,0.2568463830321571,8.744709211234012
United Internet,2020,51481,1975,0.08796944366675999,0.5752508944934113,29.38268442622951,4.63956063115683,0.2699676038875335,0.17797864256289245,0.46271330909596947,2.4005427314001424,0.46967140396959306,0.21917998851914344,0.08697618592029502,3.9765512202758884,0.05392523527058291,1.3177613560022738,0.08268306547465247,9.339502844121279
United Internet,2021,51635,1972,0.08853491756543928,0.575823791626606,29.399383983572896,4.637977998952331,0.2890691971850641,0.1774286796515221,0.48568108098732027,2.05894086832839,0.5810827218955439,0.23243308875821755,0.08499418917278104,3.982584864096026,0.046833532809491596,1.3241616509028376,0.09974204643164232,9.4430278746249
VINCI,2020,4839,200,0.26176345909283594,0.5734713076199436,27.28205128205128,5.139123895469073,0.2755404832556168,0.1695633743111488,0.24472891566265062,0.056475903614457826,1.6001506024096386,0.056475903614457826,0.03765060240963856,4.819277108433735,0.01882530120481928,1.7527503263099011,0.09323140033563304,10.071536144578314
VINCI,2021,5550,227,0.2675665680473373,0.5583918315252074,27.897777777777776,4.979764181007011,0.38831360946745563,0.09245562130177515,0.2550207204335352,0.8766337264902774,1.5301243226012113,0.0318775900541919,0.047816385081287854,4.638189352884922,0.0,1.5777847901546227,0.09466708740927737,9.387950270959514
VONOVIA,2021,56062,2439,0.08651952211770336,0.5583034278940616,25.818828451882844,4.951577616801983,0.3626456565359056,0.13438138541685843,0.5471956224350205,2.830932646656474,0.4409752957270459,0.2333628389796411,0.06276655669107588,3.4521606180091737,0.037016174458839625,1.8164451166122741,0.2690440181485314,9.210589844693008
Würth,2020,11179,563,0.2955174322080797,0.8236340122858067,22.730275229357797,6.040122709292,0.6364139457664637,0.09223390518354548,0.32412284255732926,1.3856251519325824,0.34843205574912894,0.41325662426059473,0.08103071063933232,3.322259136212625,0.00810307106393323,1.0509296685529508,1.4389652384801939,7.973421926910299
Würth,2021,24218,1193,0.21256162915326904,0.842342968315731,25.032145960034754,5.93117212175905,0.7931404072883173,0.09003215434083602,0.24235218802871644,1.104302894508208,0.14403950797933146,0.16004389775481276,0.07544926608441173,2.1011477433810417,0.0091453655859893,1.6006166681781082,0.7912396844109912,4.478942795738259
ZFfriedrichshafen,2020,31625,1461,0.12644164983384376,0.5908251144018418,24.528511821974966,5.030023814924019,0.30950674398905326,0.21176777220303641,0.5341880341880342,0.19961763382816017,0.6100989653621233,0.19961763382816017,0.08153396311291049,3.7674313990103467,0.033738191632928474,1.8841668754000722,0.22264896607386378,9.573211875843453
ZFfriedrichshafen,2021,58228,3423,0.1723030518097942,0.8166646062554086,19.10993221338049,6.223164713140037,0.6777856635911994,0.099361249112846,0.31730798996997184,0.7955917407051977,0.20895892022412776,0.2987338637278271,0.060365910286970255,3.787573909544005,0.030956877070241154,1.6524172236903465,1.503186693611068,7.757793393802433
Zalando,2020,20207,823,0.1486093391171217,0.5485111329696861,28.526114649681528,4.7680525164113785,0.35723398826231184,0.16330696606277112,0.6886505098662429,4.5027148722023576,0.2913521387895643,0.22513574361011784,0.092702953251225,3.9200105946232284,0.06621639517944643,2.0207299015765177,0.3135615364515286,11.053723568622258
Zalando,2021,23949,1059,0.1316589901798905,0.5598959315259605,26.78125,4.9355215116497915,0.3823759450769097,0.1129747110454506,0.6013809488454971,4.502932660182641,0.2635681936298166,0.22644591283688473,0.07053233350657064,3.8050337812755215,0.029697824634345532,2.568518247105379,0.24549318481606333,10.587274482144183
amazon,2020,38858,1499,0.11478228665149992,0.5768,29.182316655243316,5.077130845292059,0.6534045817681604,0.07936088037669965,0.515499664809635,3.663977438220948,0.1479460921426755,0.12251785755565317,0.01849326151783444,4.399084583554867,0.05547978455350332,1.496573694222263,0.19480668301514908,11.47275711412654
amazon,2021,43970,1718,0.10607874903148552,0.580981454945694,29.77037037037037,5.048229244422327,0.6315888333215938,0.1314831771970604,0.4602921320731558,3.7743954829998776,0.14933922507262387,0.13297328259891167,0.05318931303956466,4.134446217421546,0.045006341802708565,1.9289669580738726,0.1440133060181335,11.55640112925003
bayerische landesbank,2020,55696,1923,0.08684312746240497,0.5498207301173403,34.74788015828152,4.999088927211792,0.2737546935982095,0.09803377541016961,0.3963695782304121,0.6843442105774054,0.6859620455905907,0.3219491676238857,0.04529938036918995,4.104447428451246,0.022649690184594975,2.2070549212221726,0.10843911462652293,7.880474349225866
bayerische landesbank,2021,67205,2331,0.07654930333082972,0.5492632460393566,34.347685185185185,4.977139776250168,0.3188276950903601,0.11956038565888502,0.4128409624019838,0.6514308692446887,0.6943234367669727,0.2948864017157027,0.052275316667783664,3.9916895650425577,0.032169425641713024,2.244013321351166,0.13083469894803615,8.19382078949132
bosch,2020,8074,192,0.2163841076743885,0.6100481145798367,65.31386861313868,4.642825212337953,0.1423579655752556,0.1423579655752556,0.5266106442577031,2.0504201680672267,0.6386554621848739,0.21288515406162464,0.0784313725490196,3.1820728291316525,0.011204481792717087,2.580859548072663,0.14399645547186532,7.57422969187675
bosch,2021,8062,239,0.21367851622874806,0.563299159083055,57.562913907284766,4.604003681546249,0.36063884595569295,0.24471921689850593,0.42538514601057714,2.1384226258910095,0.7013106461255461,0.2299379167624741,0.08047827086686594,3.449068751437112,0.022993791676247415,2.0681818181818183,0.1590909090909091,8.668659461945275
carl zeiss,2020,25566,1111,0.1313440038606933,0.5845744298150947,25.775925925925925,5.151735038436669,0.3538968873160138,0.1327113327435052,0.36900369003690037,0.19869429463525404,0.8550950894124326,0.19869429463525404,0.06741413567981834,4.644479137099063,0.046125461254612546,1.4537134811686026,0.08447729672650475,9.363468634686347
carl zeiss,2021,28121,1320,0.12482647767954994,0.5801792991035045,24.01172791243159,5.0700074891732605,0.3762694527653978,0.12420545042741288,0.47192526244823274,0.41092811968281484,0.8603807505858936,0.23114706732158338,0.051366014960351855,4.38537352724004,0.04815563902532986,1.4451143650110059,0.1371742112482853,9.332562843108928
commerzbank,2020,28754,1312,0.12471156619555812,0.5589145817538539,25.120348376880443,5.013238353400996,0.42183443899625034,0.1946928179982694,0.41641879833432477,1.2116847741006294,0.5760981871692915,0.22542972541407055,0.07514324180469019,3.635054322301888,0.025047747268230062,2.4483385174463366,0.11702750146284377,8.315852093052381
commerzbank,2021,31643,1407,0.11853905103538236,0.5667378613128293,25.364553314121036,4.988211231997273,0.4695907386270993,0.19240176096526984,0.37772287069381727,1.224049302774701,0.5396041009911675,0.20448155405981086,0.06532049643577291,3.6778279514924317,0.03408025900996847,2.075930951514982,0.12310102677447333,8.102581579620004
dm,2020,3475,207,0.3687298327955412,0.8379641651519086,26.965034965034967,5.434387966804979,0.7333528894103842,0.4106776180698152,0.4660797514241326,4.583117555670637,0.5955463490419471,0.4401864319005696,0.10357327809425168,3.98757120662869,0.0,1.0605276771857217,0.594930160372478,8.052822371828068
